site_id,site_name,site_gemeente,bike_crash_count_500m,nearest_crash_distance_km,average_crash_distance_km
65,Nieuwpoort teller 2,Nieuwpoort,22,0.06265144275540734,0.2775226347227211
64,Nieuwpoort teller 1,Nieuwpoort,20,0.08289435528707362,0.28745372612878245
116,Melle teller 2,Melle,20,0.19925192363540806,0.34482732856069603
117,Melle teller 1,Melle,20,0.19925192363540806,0.34482732856069603
120,Zele teller 1,Zele,19,0.05525561468912599,0.20879055930793414
52,Brugge,Brugge,18,0.0484342491092603,0.3006816087029195
142,TEST Validatie BRUGGE Y2H22022134,Brugge,18,0.0484342491092603,0.3006816087029195
121,Zele teller 2,Zele,17,0.02170435963800901,0.16796861420002054
41,Maasmechelen teller 1,Maasmechelen,16,0.030783648186253128,0.3261992325980398
42,Maasmechelen teller 2,Maasmechelen,15,0.052226217022887544,0.3124735719624779
13,Gent,Gent,15,0.02192997927259352,0.3460475934756911
67,Ieper totem,Ieper,13,0.18187358136331103,0.23798605524215424
115,Aalter,Aalter,13,0.026961428983974255,0.29296194634531686
45,Pelt teller 1,Pelt,13,0.05287627819531873,0.274240091577264
46,Pelt teller 2,Pelt,13,0.02971415273591269,0.26542436282917625
66,Nieuwpoort totem,Nieuwpoort,13,0.24641590435926183,0.3220826535062431
110,Herentals totem,Herentals,13,0.1026517332316727,0.2856710546354203
68,Ieper,Ieper,13,0.16627114411565205,0.2272768244784971
70,Kampenhout teller 1,Kampenhout,12,0.1901865516471831,0.39068389655436125
94,Herentals teller 2,Herentals,12,0.0287625808732144,0.25753987073755985
44,Maaseik teller 2,Maaseik,12,0.02430369582660021,0.30214337073106307
43,Maaseik teller 1,Maaseik,12,0.01700078575125704,0.3019191482879074
145,Overijse,District Vilvoorde-gewestwegen,12,0.12653254794415708,0.2849935240865387
63,Nieuwpoort teller 3,Nieuwpoort,12,0.3319896417764152,0.3958849822295909
3,Brasschaat 1,Brasschaat,11,0.03381275850024138,0.25437599250508947
114,Deinze teller 1,Nazareth,11,0.13910552742198876,0.2781825829331426
2,Brasschaat 2,Brasschaat,11,0.048811856872344676,0.25538680806690806
113,Deinze teller 2,Deinze,11,0.15507235690539714,0.2919250199734581
14,Genk,Genk,11,0.202922220805461,0.39884204291640424
38,Lommel teller 2,Lommel,11,0.01368120758983138,0.30752725685782284
54,Brugge teller 2,Brugge,11,0.06538894441693058,0.32941767201531663
53,Brugge teller 1,Brugge,11,0.059950975093986066,0.33877038658705216
89,Westerlo teller 2,Westerlo,10,0.06785786446359623,0.1882844657418284
128,Lokeren teller 1,Lokeren,10,0.05619099540831618,0.3697078629766389
129,Lokeren teller 2,Lokeren,10,0.03133475586871895,0.3867976592315321
146,Overijse 2,District Vilvoorde-gewestwegen,10,0.19034342994347628,0.28969927695437364
71,Kampenhout teller 2,Kampenhout,10,0.15716749015911824,0.3393364713913517
37,Lommel teller 1,Lommel,10,0.020727290223475005,0.28861591963585354
126,Hamme totem,Hamme,10,0.05251729009160452,0.3193381432421688
88,Westerlo teller 1,Westerlo,10,0.05625248740143969,0.18452217966434434
123,Beveren teller 1,Beveren,9,0.06204198776567474,0.2696664226538019
124,Beveren teller 2,Beveren,9,0.05894547748349357,0.26632564807655007
55,Torhout teller 1,Torhout,9,0.149574239944794,0.2948287934709096
56,Torhout teller 2,Torhout,9,0.14577638376367227,0.29608846864058747
9,Heist op den Berg 2,Heist-op-den-Berg,9,0.06452259779731256,0.23519178607530666
97,Geel teller 1,Geel,9,0.04860461669169923,0.294145230972614
136,Gent R4,Gent,9,0.20741498980610706,0.3638598489146095
98,Geel teller 2,Geel,8,0.07680893683120989,0.27751539245215895
27,Grimbergen,Meise,8,0.22821475820148715,0.32871958987260663
109,Zemst,Zemst,8,0.27114872572733695,0.3920734089960839
48,As,As,7,0.09461223862179018,0.18587543447692711
21,Bilzen,Bilzen,7,0.19893914016359154,0.34888036878635365
73,Herent teller 2,Herent,7,0.01616298835069047,0.2345638977146925
72,Herent teller 1,Herent,7,0.018331413873627384,0.2351948072185405
10,Aalst 2,Aalst,7,0.1309027217619533,0.3603779855886598
134,Retie,Dessel,6,0.2548531432966475,0.3807011732527544
49,Bokrijk,Genk,6,0.06256988158124158,0.16528258321727649
127,Geel totem,Westerlo,5,0.23958405816516976,0.3260452964292818
95,Lier teller 1,Lier,5,0.05114385794910293,0.13700035989064166
12,Tervuren,Kraainem,5,0.17473059259368434,0.2935089463243436
26,Zaventem,Zaventem,5,0.20250759494466294,0.30742277394883777
61,Wervik teller 2,Wervik,5,0.01941670133924577,0.24909875339364457
96,Lier teller 2,Lier,5,0.042052272668087566,0.13604579628592925
62,Wervik teller 1,Wervik,5,0.02985968524690711,0.27022379010498615
87,Aarschot,Aarschot,4,0.02607064236629949,0.1608280640735595
141,Test site A support,Lokeren,4,0.40884002358239907,0.43531970148826515
135,Retie 2,Dessel,4,0.2560627783892059,0.32886979853222503
105,St. pieters leeuw teller 2,Halle,4,0.32331416790193107,0.33403656194165876
106,St. pieters leeuw teller 1,Sint-Pieters-Leeuw,4,0.3490624572356681,0.3504164181710956
8,Heist op den Berg 1,Heist-op-den-Berg,4,0.2203671086322294,0.2330552451461262
5,Balen 2,Balen,4,0.30998746407820976,0.33270396385405626
112,Geel teller 2,Westerlo,4,0.35706104590946963,0.3814994571690622
4,Balen 1,Balen,4,0.3110117707731504,0.3342582546596454
148,Hoeilaart,District Leuven,3,0.25424150716695254,0.3714817567120033
152,Opwijk,District Vilvoorde-gewestwegen,3,0.08082439130923798,0.24683729476874036
34,Heers teller 1,Heers,3,0.16947976313789306,0.2929453765075933
86,Asse teller 2,Asse,3,0.29650924040765597,0.4089908840488385
47,Vilvoorde,Vilvoorde,3,0.36116856830905303,0.3945589860629973
59,Ardooie teller 1,Ardooie,3,0.2508276650469277,0.3233338398456781
60,Ardooie teller 2,Ardooie,3,0.29166929023480803,0.3455783496857446
78,Pepingen teller 1,Pepingen,3,0.014930343558190519,0.19320964477343727
79,Pepingen teller 2,Pepingen,3,0.029615318746782908,0.20137967858555428
57,Meulebeke teller 1,Meulebeke,3,0.11122304491530548,0.2765340474914972
58,Meulebeke teller 2,Meulebeke,3,0.14745839361951682,0.31304860926779965
28,Heers,Heers,3,0.17287455442536087,0.29356418460854444
92,Nijlen teller 1,Nijlen,3,0.08258608552870263,0.19417949581867142
93,Nijlen teller 2,Nijlen,3,0.07710784450357656,0.18934045361607654
19,Aalst 1,Aalst,3,0.13193777193197367,0.2584670014791886
11,Aalst 3,Aalst,3,0.06176513268917769,0.23386566142059265
31,Herk De Stad,Herk-de-Stad,2,0.0300005173127875,0.21448890175071939
30,Herk De Stad,Herk-de-Stad,2,0.06752999637106614,0.21380991604434718
139,Houthalen-Helchteren,Houthalen-Helchteren,2,0.3614251195065059,0.40234995328784584
39,Peer teller 1,Peer,2,0.19687785503830854,0.22669179789667837
40,Peer teller 2,Peer,2,0.2477527759015075,0.2790092481288361
111,Zaventem totem,Zaventem,2,0.18138236560655402,0.2609404373815243
76,Heverlee teller 2,Leuven,2,0.0977861161812554,0.20281360265620463
108,Heverlee teller 1,Leuven,2,0.031025719849177923,0.1068949777055261
84,Roeselare totem,Izegem,2,0.31476939796073533,0.38987780279305684
90,Brecht teller 1,Brecht,2,0.19494489153485464,0.23448537855600032
91,Brecht teller 2,Brecht,2,0.18596426347869235,0.2258270404799652
103,Malle teller 1,Malle,2,0.22694534139283465,0.31088268459199897
104,Malle teller 2,Malle,2,0.225680341171791,0.3057886344788397
133,Gierde Lille Totem,Lille,1,0.24531899223905507,0.24531899223905507
82,Beersel teller 1,Beersel,1,0.09529333594974562,0.09529333594974562
83,Beersel teller 2,Beersel,1,0.04210945741063776,0.04210945741063776
36,Lanaken teller 2,Lanaken,1,0.30484791162588665,0.30484791162588665
35,Lanaken teller 1,Lanaken,1,0.23383814701900316,0.23383814701900316
85,Asse teller 1,Asse,1,0.24214427931159732,0.24214427931159732
20,Brugge,Brugge,1,0.47221115852026085,0.47221115852026085
132,Gierde lille,Lille,1,0.23393355660876358,0.23393355660876358
