model,feature,importance
random_forest,num__total_count_out_change_lag1,0.010378050063031798
random_forest,num__total_count_in_change_lag1,0.010348356635281004
random_forest,num__max_interval_count_in,0.010259918271170317
random_forest,num__mean_interval_count_out_roll3_std,0.01023287558038648
random_forest,num__total_count_sum_lag1,0.010135068307527846
random_forest,num__zero_count_intervals_out_lag1,0.010038109567408958
random_forest,num__site_avg_total_count_out_history,0.009809670210067716
random_forest,num__crash_count_500m_roll3_sum,0.009774942590196586
random_forest,num__total_count_out_roll3_std,0.009536965123500456
random_forest,num__total_count_in_roll6_mean,0.00950390856590573
random_forest,num__mean_interval_count_out_roll6_mean,0.009428092636794705
random_forest,num__zero_count_intervals_out_roll6_mean,0.009300292353595396
random_forest,num__max_interval_count_out,0.009238353669697186
random_forest,num__mean_interval_count_in_roll3_std,0.009096204212860459
random_forest,num__total_count_out_roll6_mean,0.008949744176956119
random_forest,num__mean_interval_count_in_roll6_mean,0.008914711077905854
random_forest,num__zero_count_intervals_in_lag1,0.008689573385816938
random_forest,num__zero_count_intervals_in_roll3_mean,0.008665179936336647
random_forest,num__in_out_ratio_lag1,0.008630339778540094
random_forest,num__total_count_in_lag2,0.00853215711659537
random_forest,num__zero_count_intervals_out_roll3_mean,0.008512861964057148
random_forest,num__mean_interval_count_in_lag2,0.008322793166546175
random_forest,num__total_count_in_roll3_std,0.008314579585577837
random_forest,num__total_count_out_lag2,0.008228200777142754
random_forest,num__mean_interval_count_in_lag1,0.008182054772322912
random_forest,num__zero_count_intervals_out_lag2,0.008162489335703956
random_forest,num__zero_count_intervals_in_lag2,0.008104005867312443
random_forest,num__total_count_in_roll3_mean,0.008068740756343335
random_forest,num__mean_interval_count_out_lag1,0.007997687902297324
random_forest,num__total_count_out_lag1,0.007760783091678317
random_forest,num__zero_count_intervals_in_roll6_mean,0.007640664840111898
random_forest,num__total_count_in_lag1,0.007522840988548906
random_forest,num__mean_interval_count_in_roll3_mean,0.0074701563331082506
random_forest,num__mean_interval_count_out_lag2,0.00740495985443573
random_forest,num__total_count_out_roll3_mean,0.007340039711677946
random_forest,num__crash_happened_500m,0.007312721573727928
random_forest,num__crashes_per_1000_cyclists_lag1,0.007023529126452055
random_forest,num__mean_interval_count_out_roll3_mean,0.0068856785180216856
random_forest,num__crash_count_500m_roll3_std,0.0067196260255785005
random_forest,num__crash_count_500m,0.006255822575872808
random_forest,num__total_snowfall,0.004722728948000582
random_forest,num__interval_count_in,0.0032876902710546095
random_forest,num__year,0.0032805485901768977
random_forest,num__month,0.003196207313580707
random_forest,num__interval_count_out,0.0031404670479801694
random_forest,num__month_cos,0.003109365698952448
random_forest,num__crash_count_500m_lag1,0.0028972767143870654
random_forest,num__crash_count_500m_lag2,0.002523178269762915
random_forest,num__month_sin,0.002383327803936464
random_forest,num__weather_hours_available,0.0020469385081988796
random_forest,num__most_common_weather_code,0.0014823772769942862
random_forest,num__crash_happened_500m_lag1,0.0014386210834097996
random_forest,num__crash_happened_500m_lag2,0.0011291383140252173
random_forest,num__min_interval_count_out,0.0
random_forest,num__min_interval_count_in,0.0
