crash_row_id,site_id,site_name,site_gemeente,site_lat,site_long,distance_km,crash_lat,crash_long,DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_MUNTY_COLLISION_NL,TX_WEATHER_NL,TX_ROAD_CONDITION_NL,TX_LIGHT_CONDITION_NL,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_NL
2730,101,Diest teller 1,Diest,50.97799,5.04481,0.02284171269759095,50.97815901657834,5.044995432680816,2017,6,16,24020,Diest,Normaal,Droog,Dag,met lichtgewonden,6,Bromfiets,3,Fiets
2730,102,Diest teller 2,Diest,50.9779,5.04474,0.03390156275509915,50.97815901657834,5.044995432680816,2017,6,16,24020,Diest,Normaal,Droog,Dag,met lichtgewonden,6,Bromfiets,3,Fiets
2758,27,Grimbergen,Meise,50.92127,4.34013,0.2669602568320882,50.923657302752865,4.340533749186966,2017,6,17,23050,Meise,Normaal,Droog,Dag,met lichtgewonden,9,personenauto,3,Fiets
2833,117,Melle teller 1,Melle,50.9986113,3.8040599,0.3615599521309045,50.998864618604436,3.8092108788723658,2017,6,7,44040,Melle,Regenval,"Nat, plassen",Dag,met lichtgewonden,9,personenauto,3,Fiets
2833,116,Melle teller 2,Melle,50.9986113,3.8040599,0.3615599521309045,50.998864618604436,3.8092108788723658,2017,6,7,44040,Melle,Regenval,"Nat, plassen",Dag,met lichtgewonden,9,personenauto,3,Fiets
3031,143,Eco Display Classic Budastraat,Kortrijk,50.83066,3.26286,0.49918979076782644,50.82990333951439,3.2698659503982985,2017,6,12,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,8,Voetganger
3038,143,Eco Display Classic Budastraat,Kortrijk,50.83066,3.26286,0.21399616139248018,50.83254390879479,3.263482613522432,2017,6,9,34022,Kortrijk,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto
3048,66,Nieuwpoort totem,Nieuwpoort,51.1347,2.74369,0.38232323912928196,51.13234607366906,2.747683897641286,2017,6,12,38016,Nieuwpoort,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto
3048,63,Nieuwpoort teller 3,Nieuwpoort,51.13529,2.74289,0.46802230564023073,51.13234607366906,2.747683897641286,2017,6,12,38016,Nieuwpoort,Normaal,Droog,Dag,met lichtgewonden,3,Fiets,9,personenauto
3052,68,Ieper,Ieper,50.85032,2.85608,0.4313440610562812,50.8540541770932,2.857744217036697,2017,6,3,33011,Ieper,Normaal,Droog,"Nacht, openbare verlichting aanwezig en ontstoken",met zwaargewonden,3,Fiets,10,"één bestuurder, geen hindernis"
